photon_pt,photon_eta,photon_phi,photon_E,photon_isTightID,photon_etcone20,myy
[45839.074 41118.91 ],[0.35846397 0.04856899],[-2.2956703 -1.6838489],[48815.824 41167.418],[ True  True],[ 699.7989 -657.2147],29.432588829227665
[82956.82 65559.94],[-0.50606585 -1.2967054 ],[-2.3769457   0.82208705],[ 93808.2  128846.87],[ True  True],[2611.122    -88.36444],159.113859968703
[55750.23  32628.195],[ 0.7391034  -0.08655246],[-1.0965705  2.5342224],[71683.62  32750.486],[ True  True],[  96.080414 1387.3376  ],90.3411186460173
[49043.293 35911.996],[-0.9467056  0.6476815],[ 1.2416288 -2.3112707],[72712.14  43711.406],[ True  True],[2089.6902  535.6394],110.72922950160229
[66141.52 43675.09],[-0.57300127  0.24224761],[-2.4440114   0.66262007],[77300.02  44962.883],[ True  True],[-313.53168  932.1468 ],116.53361613269065
[47853.87  47603.266],[-1.6234136 -1.0292011],[ 2.262618  -0.7953873],[126037.36  75120.84],[ True  True],[ 726.3965 1201.2104],99.62117204701468
[214911.75   65688.875],[0.08444463 2.0478818 ],[-2.1506906  -0.27830175],[215678.47 258829.69],[ True  True],[431.7959  175.38599],333.0721453524691
[139613.72   31828.102],[ 1.1556537  -0.74922377],[ 2.6739326 -1.7356291],[243692.3    41187.008],[ True  True],[1802.7463 3717.8008],182.1173543732299
[46819.57  31748.846],[0.10861163 0.776014  ],[ 1.4255742 -1.5364469],[47095.996 41797.848],[ True  True],[2120.051   -964.85144],81.14875917392425
[86727.06  44660.414],[ 0.8694672 -0.721418 ],[-1.931115   1.6907182],[121626.65   56794.895],[ True  True],[  14.711487 3351.6729  ],163.3088543000561
[61344.33 50825.33],[ 1.5805935  -0.02448782],[-2.0522478  0.9035171],[155314.36   50840.566],[ True  True],[2224.9478 3412.3076],149.25175338325286
[44358.97  31099.217],[-0.62957394 -0.87323284],[-2.1670616   0.96781725],[53444.34 43729.22],[ True  True],[-1003.687   -298.1313],74.83557636640563
[80339.875 60600.734],[1.9137791 0.828091 ],[ 0.83921957 -2.4597797 ],[278224.22  82593.58],[ True  True],[-320.78897  747.52136],160.2477998724364
[42101.91  34403.508],[0.28473347 1.0043834 ],[-1.7676812  2.521704 ],[43820.14  53265.125],[ True  True],[973.79755   23.401123],69.77949995118665
[46687.86  35490.426],[ 2.2689023  -0.94370914],[ 2.187119 -0.621867],[228121.72   52502.336],[ True  True],[-212.15668 2117.5652 ],210.6291413298508
[77161.35 71904.88],[ 1.1685314 -0.5358081],[ 1.1400409 -2.130988 ],[136116.    82475.79],[ True  True],[-944.9561   904.83734],206.19403786474257
[100268.39   33722.453],[1.9800539 2.0629747],[2.0604327  0.22280289],[370050.28 134829.44],[ True  True],[-322.0561  -173.13588],92.56891331531777
[45221.598 44074.336],[-2.0199883 -1.8467089],[-0.43844277  2.587883  ],[173445.03 143168.39],[ True  True],[1298.2384  -136.14462],89.47621576212129
[53163.35  36132.027],[1.6913478 1.5412062],[-1.6402056  2.5681434],[149151.4   88240.61],[ True  True],[-20.294647 461.1654  ],75.76704370850484
[85420.71  60408.707],[1.15398   0.6648497],[ 2.2450695  -0.95103794],[148895.42  74258.88],[ True  True],[-733.77203 -505.2254 ],147.9346514339357
[59183.68 43731.59],[-2.017791 -1.541033],[ 0.42959085 -0.6279652 ],[226514.89  106783.164],[ True  True],[-403.62     961.94116],56.87087956821632
[68674.31  33449.855],[-0.95417035 -0.67464036],[0.10904684 1.967465  ],[102381.28   41355.164],[ True  True],[-698.9168 1172.9446],77.96299145143205
[84610.93 42236.57],[-0.48214525 -0.9816078 ],[-0.91234446 -1.1732421 ],[94637.42 64272.48],[ True  True],[ 144.27475 1140.4285 ],33.94203072498964
[61938.59 35814.87],[ 0.09176043 -0.05431303],[0.22393104 3.115928  ],[62199.535 35867.71 ],[ True  True],[14.798218 72.958374],93.71887866448218
[40180.67  32114.074],[-1.6190393  0.3558063],[ 2.553264  -0.7787216],[105400.48   34168.402],[ True  True],[172.68954 922.30615],109.59430434200945
[48532.867 35065.562],[ 0.67642176 -1.262227  ],[ 2.9645247  -0.74741995],[60065.742 66910.43 ],[ True  True],[740.12634 458.88556],122.21467998721019
[76919.94  44930.004],[-1.2353265  -0.73490036],[-3.0842168  0.1909397],[143464.97  57618.85],[ True  True],[  -3.1272888 2027.9203   ],121.02140209489187
[57184.844 38218.82 ],[1.5263112  0.15214835],[-0.17652915  2.9061623 ],[137772.83  38662.04],[ True  True],[1163.2587  460.2388],116.41857631381569
[40627.1   36830.125 36785.406],[-0.7871355 -1.9011683  0.4869197],[-1.6977262  1.5416589  1.7041228],[ 53876.42  126016.195  41232.99 ],[ True  True False],[ 680.5292  1528.0393  -169.23138],89.59968352255629
[41006.06 30046.11],[ 0.46736637 -0.12382714],[ 0.82135856 -2.4650612 ],[45566.68  30276.754],[ True  True],[-782.72437  870.0058 ],73.11500438297628
[41718.74  31327.154],[-2.2829115  1.3409379],[ 2.7026155  -0.73830503],[206657.39   63973.605],[ True  True],[ 299.9244  -197.35735],226.9763553294822
[46796.26  41168.805],[-0.6040802   0.04533459],[ 2.894271   -0.33979887],[55597.363 41211.117],[ True  True],[ -633.3338 -1348.3105],92.36439559497231
[44653.234 41473.918],[0.5905536 0.7575482],[ 2.5841432  -0.78750086],[52668.664 53954.55 ],[ True  True],[-461.10553 -602.02185],85.80189178506532
[46724.824 34175.28 ],[-1.5454438  1.8051558],[-1.7929189  1.2417345],[114552.21 106718.59],[ True  True],[ 852.6045 1477.2959],220.84575889709419
[63707.22 40526.69],[-0.59684896  1.0401466 ],[-2.6235156   0.45835274],[75395.266 64498.93 ],[ True  True],[3391.5974   467.80475],137.5744111909651
[82157.84  34327.414],[-0.6141549   0.18537126],[ 0.6298719 -2.958157 ],[98145.44  34918.895],[ True  True],[-519.8883  800.8013],112.37964726495521
[56368.027 39678.008],[-2.2015486  1.1464952],[-1.1471851  2.4279876],[257873.36  68740.01],[ True  True],[218.2594  515.82495],260.3107190019954
[52099.406 30879.92 ],[1.2411134 1.2532567],[-1.4916052  1.2615262],[97647.98  58475.785],[ True  True],[2489.029    376.23282],78.7134275266194
[57442.516 31133.146],[-0.44649118 -2.1704545 ],[0.8135657 2.1434398],[ 63263.98 138175.  ],[ True  True],[3306.705   -201.23257],97.42901974310797
[60336.223 31891.3  ],[ 0.25670227 -1.2652049 ],[-1.7349782  2.166836 ],[62335.12  61008.062],[ True  True],[2134.0725  -636.99084],109.65213250591026
[58892.26  54661.504],[0.84829825 0.25532955],[-2.3172135  1.0787088],[81383.56  56452.984],[ True  True],[-224.05826  543.3053 ],117.6218443821098
[52229.137 36756.758],[2.1346254 1.7027618],[ 0.46858418 -2.7669644 ],[223858.47 104228.67],[ True  True],[3371.5688  -173.68622],89.58680782577413
[68854.21  48201.945],[-1.7319032 -1.0748574],[-0.9747565  1.8296409],[200653.11  78832.39],[ True  True],[2667.0273  -383.64862],119.94551646935525
[54434.06  47991.008],[-0.9685104 -1.5685964],[-0.813392   0.6256786],[ 82023.04 120175.33],[ True  True],[2178.4395   35.8779],74.21416218409445
[65433.188 60796.895],[0.5001056 1.0598993],[-0.6855012  2.4451466],[73787.766 98265.14 ],[ True  True],[  71.22589 -441.1753 ],131.11667513068323
[51906.03 43641.76],[-0.9573204 -2.0706348],[-2.0079534  1.2295358],[ 77563.91 175788.17],[ True  True],[-572.812      54.287308],110.22821169360434
[86200.586 60122.344],[-0.8185397 -1.126224 ],[ 1.3093323 -1.6329131],[116726.88  102455.836],[ True  True],[-45.583466 419.88632 ],144.98128230503264
[47267.35  46051.305],[0.7578991  0.28034687],[-0.2667618  2.8905168],[61505.19  47872.875],[ True  True],[-258.5622  356.233 ],95.98061210281651
[54392.473 31919.195],[ 2.053364   -0.02056301],[ 0.08336614 -2.864216  ],[215458.89   31925.943],[ True  True],[-632.1328   -39.38153],132.05426032211304
[76569.14  32545.512],[ 0.18951917 -0.19140363],[1.0204141 0.5394885],[77948.35  33143.492],[ True  True],[ 223.02307  -106.199615],30.51772820775208
[47427.652 40942.54 ],[1.8007598 2.0028505],[-0.16859531  2.8996773 ],[147486.22 154457.75],[ True  True],[929.1113 382.7756],88.52327690103353
[119391.24 111599.02],[0.74884737 0.8257948 ],[-1.9258957  1.1538814],[154460.78 151862.95],[ True  True],[1734.4      484.85925],230.91952692345913
[44701.453 30736.117],[0.93899196 1.783308  ],[-0.00590597 -2.5436454 ],[65899.414 94015.42 ],[ True  True],[1982.7452 2246.0693],77.7745034389061
[124659.14  84232.15],[0.08024935 0.8459506 ],[ 0.75981843 -1.7982786 ],[125060.76 116212.61],[ True  True],[ -65.70343 2878.152  ],212.10739996664148
[40225.055 30284.914],[0.24884349 0.3434459 ],[-1.1356486  1.477365 ],[41476.926 32088.67 ],[ True  True],[208.73206 895.5284 ],67.46293587106042
[47750.906 45015.883],[ 0.4247426  -0.67017585],[-1.2179579  2.2778697],[52123.332 55509.08 ],[ True  True],[3361.1946  -427.46008],105.71761993185162
[58834.18  42321.535],[1.1671252  0.30792227],[ 2.7222273 -0.8564093],[103665.94  44343.82],[ True  True],[-616.4592 1584.4806],106.98499745842909
[47260.863 32119.787],[1.5641593 0.5092791],[-1.5737597  1.5777298],[117866.695  36375.977],[ True  True],[2493.0208    -10.399475],89.01490982752215
[60360.13  46908.754],[ 0.1459085 -0.760966 ],[ 2.9344316  -0.07733518],[61003.78 61158.64],[ True  True],[1295.7642 3821.511 ],117.34849287834778
[73693.38  55994.863],[-0.42955688  0.54895085],[1.2825096 1.7083151],[80597.49  64645.816],[ True  True],[ -26.442596 -223.07593 ],70.80537026630961
[53433.266 51981.043],[-0.8543108  -0.93571043],[-0.49202302  2.702766  ],[74147.49 76446.72],[ True  True],[3059.3145  -256.16592],105.4543713087726
[60722.258 44466.12 ],[-0.43430126 -0.3399068 ],[-0.38484946  0.06743578],[66539.484 47059.68 ],[ True  True],[3099.5881 3662.8438],23.813013014273256
[48936.68  33546.188],[-0.7804091 -0.8296401],[-2.6864197   0.42849928],[64610.69 45768.74],[ True  True],[ 596.7173 3064.4526],81.05163799300891
[70650.48 46670.72],[-1.1068624  -0.59430355],[ 2.920582   -0.18952855],[118531.98   55158.152],[ True  True],[993.4435  245.68402],118.62273881594434
[120052.66   30337.918],[0.65355325 0.5002559 ],[ 1.7104399 -1.7724369],[146617.52  34213.87],[ True  True],[-1312.5538  3741.4158],119.30731032660148
[58583.812 30639.865],[ 1.1989865  -0.13405435],[-1.8159002  2.1335812],[105985.54   30915.586],[ True  True],[ 471.96823 2027.949  ],98.80142757735918
[44761.08  36412.812],[-0.27897912 -0.07029215],[ 2.872957   -0.20733656],[46514.27 36502.81],[ True  True],[1519.102  1154.2917],81.14569970072768
[57151.457 51510.215],[-0.5449644 -1.1069121],[-1.8337837   0.49695694],[65850.18 86423.36],[ True  True],[-1111.351      83.25513],104.39394895547181
[65144.496 44275.418],[-1.3178096 -1.050772 ],[2.6088238 2.6014562],[130385.14  71051.55],[ True  True],[ 746.6789  -175.19623],14.389589633122338
[40176.504 37193.914],[0.5362625  0.81324494],[ 2.4876266 -0.6265485],[46093.21  50186.324],[ True  True],[-378.15543  -74.96771],78.04831740760184
[42492.03 31991.58],[ 0.09697413 -1.2388417 ],[-0.00989115  2.266753  ],[42691.984 59845.57 ],[ True  True],[1098.5198   400.08917],85.3869795861236
[53213.01  51186.273],[-0.9008496 -1.533309 ],[-2.125941   1.0111648],[ 76305.28 124108.9 ],[ True  True],[192.7685  247.06409],109.64206283420728
[44168.215 37721.156],[-1.0634971  0.5484953],[-0.86936325  2.1547794 ],[71590.69  43538.996],[ True  True],[1340.7031 1695.1293],109.51369606623528
[59556.95 39657.77],[-0.11358458 -0.41890836],[ 1.5461711 -1.5954987],[59941.547 43188.61 ],[ True  True],[1722.2517 1573.161 ],98.33351730551165
[64667.883 48612.523],[-2.2871766 -1.7284315],[-0.04262033 -2.9645982 ],[321679.03 141204.22],[ True  True],[ 504.2165 1493.9812],115.89179814615315
[53946.34  40279.375],[ 0.45567235 -0.13636693],[ 2.894787   -0.14328712],[59644.56  40654.473],[ True  True],[-347.46204 1915.3529 ],97.2243620218475
[107114.2   54337.28],[-0.00818634 -0.46804723],[-1.6544992  0.8268096],[107117.79   60398.516],[ True  True],[ 624.91956 1131.5403 ],148.6176712005844
[134874.84  71148.12],[1.068112   0.38831127],[-1.9036434  1.0875249],[219410.16   76579.914],[ True  True],[  74.63507 -412.43875],206.82285928284844
[40650.14  37881.625],[-0.07027663  0.6897023 ],[ 0.65517604 -2.3567257 ],[40750.562 47254.438],[ True  True],[2759.579    -65.73782],84.06391474881096
[81392.02 54949.8 ],[-1.8689146 -1.9892153],[ 0.64362997 -3.0909045 ],[270040.38 204594.53],[ True  True],[-118.16791  712.9154 ],128.17098795338768
[48371.46  31824.006],[0.6003088 1.6624587],[-3.0350854 -0.8559492],[57352.195 86910.24 ],[ True  True],[802.97595  -40.124756],82.12471158486836
[51688.223 41798.188],[-1.5497082   0.82788455],[ 1.0509443 -2.196796 ],[127215.2    56959.336],[ True  True],[1159.9017 1549.9608],166.68727681954383
[49219.35  31803.225],[0.39749858 1.5728056 ],[-0.82695293 -3.1202729 ],[53159.277 79947.19 ],[ True  True],[784.3954  107.42729],87.31459104566521
[40122.56  36605.473],[-0.33042637  1.5269932 ],[-1.6934229 -2.0593712],[42332.883 88246.63 ],[ True  True],[-1081.8335   513.6931],83.04565591144443
[87228.695 30841.752],[-0.7669129  -0.49013677],[1.4545988 1.8486614],[114162.9    34621.133],[ True  True],[ 519.2231 2919.118 ],24.89562921755499
[46680.15  38551.312],[-0.42234412 -0.22043933],[-1.2638187  2.3493783],[50905.68  39491.785],[ True  True],[ 441.05862 2033.3982 ],82.94005717290469
[45096.65  32458.688],[-0.6039716  0.6616959],[ 1.8347802 -1.3182421],[53574.957 39827.652],[ True  True],[-242.78754 -311.95615],92.35793937929141
[50338.   39286.32],[-1.2658087 -0.0164958],[ 0.5517293 -3.0651329],[96346.19  39291.664],[ True  True],[2569.0422  599.3755],104.79291243722314
[49985.875 39766.1  ],[-0.44325915 -0.7671942 ],[ 1.6978364 -1.6649703],[54977.383 52054.402],[ True  True],[-429.5688   282.98615],89.80261127983357
[47315.23  33291.105],[-0.5672019 -0.2125509],[0.77734333 1.0009022 ],[55132.562 34045.953],[ True  True],[2025.5249   359.48828],16.691449950687552
[57996.285 34902.42 ],[1.0970852 2.1382587],[ 1.2304366 -1.8801465],[ 96542.5  150124.22],[ True  True],[ 677.4329 1958.3743],102.44391511560254
[46328.75 34075.29],[0.02383408 1.089614  ],[ 0.8230586 -2.2974467],[46341.91  56385.617],[ True  True],[409.77936 502.3754 ],91.01342385819821
[51512.35 43528.38],[-1.1379219 -0.6125614],[ 1.7638    -1.4013371],[88620.87  51953.566],[ True  True],[1617.6438 1873.7761],97.98464086445183
[55860.375 30806.967],[1.7147453 1.3394946],[ 1.3941824 -2.3811333],[160187.16   62832.223],[ True  True],[ 687.6632 -567.6028],80.3768317662515
[59138.793 48454.914],[0.5225572 1.7323666],[-2.6845686   0.35311273],[ 67398.61 141267.48],[ True  True],[ 962.06165 3070.7227 ],127.132520707149
[64378.598 62026.957],[-0.17837785  0.12590091],[0.3680732 2.9403024],[65405.535 62519.203],[ True  True],[ 489.2106 -826.0296],122.82306272527423
[48235.938 42179.156],[1.6757044 1.1371439],[-0.8083326  1.27958  ],[133365.94  72518.3 ],[ True  True],[1462.8926  -212.89713],81.76361483946751
[45922.668 43855.36 ],[2.2057188 1.1007911],[-3.10385    -0.06120853],[210944.5   73219.84],[ True  True],[252.52148 386.59567],103.70844569288799
[43091.688 32732.791],[-1.5955243  -0.37842637],[-1.1438015  2.7183745],[110610.24   35104.668],[ True  True],[1811.1996  757.3907],85.44724237760958
[90491.18  36066.434],[-1.8153229 -1.7709789],[ 0.15562375 -2.8577695 ],[285311.66 109042.71],[ True  True],[-610.1175 1188.3217],114.0510186468005
[57824.6  50051.87],[0.8500261 0.8930705],[-0.55651957  2.4743438 ],[80003.56 71374.34],[ True  True],[-2002.0671    771.56934],107.45618170729247
[73051.75  61999.387],[ 0.48875257 -0.62525   ],[0.31624323 2.5412455 ],[81952.09 74518.32],[ True  True],[1168.6448  257.4393],144.21213828588455
[45517.32 34879.55],[0.07135336 1.2087821 ],[-2.0344996  0.786681 ],[45633.242 63619.664],[ True  True],[2416.4275 1075.3308],92.0548146584167
[43192.266 30923.064],[-0.93883204 -1.6818367 ],[-2.532593   0.6429624],[63667.074 85988.57 ],[ True  True],[1111.695    650.92664],78.18507199572102
[51616.918 37864.71 ],[-1.1230749  -0.01971528],[-1.0724525  2.4905753],[87737.69 37872.07],[ True  True],[2567.5234   174.11993],100.5314979941038
[49282.258 42197.383],[-0.96256554  0.8076633 ],[ 2.629931  -0.6295548],[73931.2 56725.1],[ True  True],[2554.9622 2251.6104],129.21358664353778
[55335.43 36267.13],[0.8432399  0.36421177],[1.7656839 1.041526 ],[76202.37  38699.258],[ True  True],[3487.619  445.508],38.42648263500077
[69498.74  37059.723],[-2.0659444 -2.1368947],[ 2.1096504 -0.8949061],[278670.75 159192.  ],[ True  True],[-199.35742 2390.56   ],101.32668777436375
[85883.36  45173.074],[1.8196708 2.0586808],[ 1.5440638 -0.1774158],[271902.7 179862.2],[ True  True],[733.16675 -54.47061],95.63823420707955
[44388.348 30813.97 ],[ 0.9970834 -1.7129983],[-0.29062623 -2.959204  ],[68342.945 88218.67 ],[ True  True],[-406.88635 2277.7686 ],151.93629333157787
[50730.62 41169.06],[1.6045458  0.93674475],[-0.37507397  1.9798529 ],[131305.56  60591.86],[ True  True],[-135.83762  875.14307],89.96375633145263
[85855.61  60041.41  35818.816],[-0.32864454 -0.36329234  0.26908672],[-0.10748263 -3.1342254   2.3341131 ],[90534.01  64047.35  37123.438],[ True  True False],[-883.32434  225.0474   788.3268 ],143.38004072589794
[62313.78  41924.676],[-2.354518   0.7415856],[-3.043825   0.7405357],[331135.1    53991.008],[ True  True],[1202.6622      -3.2034302],249.13190779935007
[40838.54 32760.09],[-0.5029332   0.17467082],[2.6007285  0.42053983],[46113.215 33261.113],[ True  True],[1891.2816  -446.46967],69.60899268753882
[51921.23 32366.48],[0.8788589  0.66191876],[-1.4990078  1.4285297],[73297.375 39719.64 ],[ True  True],[785.1074  501.38116],82.00441159567951
[50546.785 44699.08 ],[-0.0553295   0.42861006],[ 1.0534606 -1.9845144],[50624.176 48868.08 ],[ True  True],[ 348.7354  -294.61786],97.73890931099648
[59228.617 54577.75 ],[ 0.7047698 -0.8815779],[ 0.5867526 -2.4972527],[74557.08 77195.75],[ True  True],[ 674.03705 2793.6455 ],151.36024566781197
[44352.19 37708.34],[0.04940653 0.1055758 ],[-1.1016505  2.9032402],[44406.336 37918.688],[ True  True],[1145.8217      -6.3737183],74.32453066063987
[77684.37 76714.89],[-1.5866798   0.20697133],[ 2.9908621  -0.21523803],[197788.22  78363.89],[ True  True],[848.76074   -2.965973],220.70497736746083
[56469.195 37646.46 ],[0.3843744  0.23174931],[-2.6950638   0.82735807],[60692.293 38661.945],[ True  True],[986.77264 812.99805],90.82108625799606
[48544.754 37649.32 ],[2.0258434 2.0467427],[ 1.8755907 -1.3904918],[187246.48 148183.86],[ True  True],[ 845.92694 -222.07117],85.34179443284071
[49268.504 44360.895],[ 1.3132495 -1.2240182],[ 2.0611446 -2.6717288],[98221.23 81953.91],[ True  True],[-1056.4362  1619.0063],166.49417831162356
[91238.734 52143.94 ],[0.70006615 2.048729  ],[-2.1964543  0.8391949],[114524.61 205627.88],[ True  True],[1683.5942  -217.12308],170.3646487958143
[72244.836 30790.773],[-0.7562066  1.1678379],[-1.8911183  1.3375454],[93904.7  54285.25],[ True  True],[ 825.0417 1173.3884],141.39108565287478
[61165.965 52669.402],[0.19045329 1.2692574 ],[ 1.3509265 -1.9007398],[ 62278.64 101105.49],[ True  True],[-250.21558 -539.65027],130.28684684155718
[61266.613 31603.076],[ 0.01952438 -0.42792985],[ 2.1382768 -1.5488088],[61278.293 34541.145],[ True  True],[1655.1182 3989.92  ],87.0461134545835
[48787.527 42304.973],[-1.056728  -1.3106205],[ 1.3850149 -1.3127984],[78658.51 84147.27],[ True  True],[ 434.01224 -158.49066],89.38530377350058
[58389.992 53137.918],[2.039942  0.8375857],[ 0.70835286 -2.3022268 ],[228310.7    72892.875],[ True  True],[-251.77893 -508.99536],131.94803505730704
[79034.33 35578.25],[-2.1566875  1.3131468],[-1.8927546  0.9585015],[346098.03   70922.164],[ True  True],[ -60.337402 3865.0227  ],309.5583556569752
[58703.613 43437.56 ],[2.350264  0.4490776],[-2.2480524  1.1163464],[310650.22   47891.707],[ True  True],[-131.1546 1291.9263],149.74528045499025
[50394.51  44781.625],[-0.5111646  -0.27771294],[2.5771675  0.78511494],[57122.895 46519.633],[ True  True],[1500.1136 2984.9124],75.01706574992544
[55516.266 36893.805],[1.5432318 1.7538131],[1.3584454 1.2243308],[135831.08 109753.54],[ True  True],[243.52478 944.20166],11.311703015356276
[45883.94 38775.33],[1.1604042 1.2239918],[ 2.2785318 -0.9578458],[80402.02  71633.336],[ True  True],[  612.8024 -1162.8987],84.30825099942145
[64952.47  62200.156],[-0.6100029 -1.2887115],[ 2.147585  -1.0258193],[ 77416.39 121406.45],[ True  True],[244.48978 382.1978 ],134.49797403978422
[59672.21  30091.201],[0.35276395 1.6028126 ],[-0.216032  -2.9412277],[63423.75 77760.37],[ True  True],[1985.4156 2955.369 ],100.33133758005626
[69331.09 67044.26],[-0.189667   0.3143694],[-1.8155614  1.1547736],[70581.88 70384.56],[ True  True],[2902.0278 1257.2335],140.22526084573093
[52384.69  33663.914],[ 1.0091535  -0.26010582],[-1.8096541  1.3883259],[81400.71  34809.117],[ True  True],[-796.603  1206.0181],101.44835875452486
[53534.613 34760.18 ],[-1.1724199 -1.6452643],[ 2.0780134 -1.138811 ],[94740.625 93423.91 ],[ True  True],[1803.3057 1421.2035],88.63876086817835
[52125.285 34179.477],[1.9035991  0.19647212],[ 0.626395  -2.3972085],[178764.52  34841.29],[ True  True],[ 477.87668 1439.3907 ],116.97795500018246
[49685.05  30766.895],[1.0217539  0.86111563],[0.46758956 0.81000847],[77956.49 42896.57],[ True  True],[-260.65048  143.57004],14.731696902897951
[184719.27  45977.41],[-0.05346823  0.2574718 ],[-1.2217456  2.074925 ],[184983.38  47509.81],[ True  True],[278.21484  22.1203 ],185.99887768074228
[41092.91  39348.598],[-0.6628947  -0.00433221],[ 0.5512812 -2.464765 ],[50457.133 39348.97 ],[ True  True],[ 2792.1785 -1487.5851],84.67192101654793
[44787.92  34175.023],[ 0.82928836 -0.10426434],[ 1.9137548 -1.1145855],[61091.777 34360.95 ],[ True  True],[-483.1172 2439.397 ],86.81368923336247
[65303.387 50035.047],[2.0365121 1.7778134],[ 1.260897  -2.3461738],[254497.6  152254.44],[ True  True],[ 308.46692 3147.882  ],112.22504371750634
[45084.2  33668.79],[-0.77689165 -0.15409645],[ 2.20434  -1.147705],[59387.953 34069.324],[ True  True],[1276.4003  -515.70746],81.31902767527522
[53522.4 33258.2],[-1.7617624  1.3522388],[-1.4268676  1.8014785],[160418.19  68590.57],[ True  True],[ 477.84067 3249.869  ],209.03726720875284
[42533.84  32269.902],[1.6645448 2.228385 ],[-2.5866911 -2.9785764],[116384.17 151548.52],[ True  True],[745.49976 -85.28645],25.61548309282367
[42852.45  38126.418],[ 1.8939854  -0.02074729],[-1.4693092  1.628812 ],[145618.47   38134.625],[ True  True],[ 26.039856 533.30945 ],120.79293481479672
[69307.695 65047.848],[-1.2390238  0.5527607],[-2.3065622   0.80229455],[129671.53  75240.97],[ True  True],[1339.776  2550.8594],191.86908188493584
[43015.723 41703.277],[-0.05342167 -0.26641655],[-2.8291311   0.01356586],[43077.117 43192.055],[ True  True],[ 139.55017 2134.9336 ],84.25083459489909
[43874.42 37090.71],[-1.2731271 -2.3487272],[ 2.5641584 -1.4294394],[ 84501.26 195982.19],[ True  True],[1431.9236  602.1592],86.42411823402819
[61655.26  31574.053],[1.270574  1.8360538],[ 2.8688216 -1.5452635],[118488.08 101529.3 ],[ True  True],[-866.8559 2825.414 ],75.34549757986004
[44822.492 34179.594],[-0.1514789  -0.24141042],[-2.7006981   0.68072975],[45337.723 35180.418],[ True  True],[ 53.387848 271.1123  ],77.79946159807652
[63316.84  40858.477],[-0.9717155 -1.1154083],[-2.537736   0.8235143],[95637.14  69022.125],[ True  True],[837.43616 -68.00903],101.37704242205353
[41926.08  39512.715],[1.0565575 0.5053756],[-2.9113824  0.4619598],[67586.984 44666.89 ],[ True  True],[1199.817    450.20975],83.98827172500407
[60171.03  33718.312],[0.61882806 0.41959298],[0.10983652 0.55659586],[72064.62  36730.312],[ True  True],[1664.7058 1438.7119],21.88744951460379
[53957.824 32426.84 ],[-1.828769   -0.03395186],[-2.7251074   0.72346896],[172309.69   32445.531],[ True  True],[-184.40735 -326.12708],118.98205757703604
[53649.984 44579.516],[-0.08851992  1.9121964 ],[ 1.317765 -2.05458 ],[ 53860.316 154149.12 ],[ True  True],[ 561.0632 1200.2391],150.54912846002722
[144971.38 120932.67],[0.35739267 0.655976  ],[ 1.8822751 -1.3780055],[154328.9 147898.1],[ True  True],[-1128.2673  -266.6116],267.3107942000036
[171454.98 165460.38],[-1.6907094 -0.2733883],[-1.5969405  1.532035 ],[480735.34 171682.33],[ True  True],[345.5678 687.3623],425.0424451587134
[49304.152 47237.91 ],[ 0.54647505 -1.3590035 ],[ 2.5597978 -1.0463824],[56851.17 98000.47],[ True  True],[818.7315  134.55591],142.01385567564463
[60406.758 38005.32 ],[1.2659327 1.2551168],[ 1.022705  -2.1931233],[115629.86  72082.62],[ True  True],[-684.2578 -583.7208],95.7639411711572
[44722.61  32853.965],[-0.07571018 -0.5535601 ],[-1.3314816  1.7319746],[44850.848 38017.523],[ True  True],[3374.5122 2406.8877],78.80502469461669
[41218.266 35033.887],[-0.31748188  0.91933143],[-1.8693848   0.88223326],[43313.066 50911.227],[ True  True],[139.59836 650.30005],89.80313101580253
[54027.883 31069.912],[-0.6374366  1.3448763],[1.6907723 2.956584 ],[65381.074 63666.656],[ True  True],[-608.673   -875.08435],106.81402887666626
[77411.15  31205.186],[ 0.5321861 -1.3050214],[1.8797456 1.9829814],[88634.6  61769.65],[ True  True],[-197.27426 2667.154  ],103.66709651559943
[96752.35  41672.914],[0.9128442 0.7535203],[-1.2109579  1.5974687],[139941.61   54074.195],[ True  True],[-211.44556 1359.5061 ],125.64615868833233
[45777.867 39155.387],[-0.15881617  0.8946518 ],[ 1.4693135 -1.5002462],[46356.4   55898.887],[ True  True],[1326.6039   294.82324],96.42119674073864
[54740.125 32527.531],[1.1015216 1.1191926],[ 1.2643936 -2.4095113],[91446.27  55116.664],[ True  True],[ -63.729675 -360.73364 ],81.4252382260484
[72302.84  40151.516],[2.2407088 0.8697499],[-0.83434504 -3.1227071 ],[343668.97   56319.934],[ True  True],[ 594.2533  -134.30493],126.45306457141605
[52409.934 37443.508],[-1.5318657  0.9253002],[-2.739025    0.23133412],[126908.9    54649.508],[ True  True],[ 275.62143 -411.27478],164.1347352480993
[88097.37 30099.33],[-0.24124025  1.1041209 ],[ 0.22439227 -1.6852863 ],[90673.32  50387.383],[ True  True],[-539.47437 1525.5907 ],112.40511473482934
[54307.7  44157.94],[ 1.7978394 -0.775242 ],[-2.5493693   0.56214786],[168414.89  58105.44],[ True  True],[3406.756  1636.9021],190.80645636074655
[62081.902 39056.586],[-0.3055969  1.2147095],[0.00860204 0.6146893 ],[65003.43 71592.9 ],[ True  True],[ 415.1081  -456.52036],87.37392051237696
